"PeriodeDeReference","Geo","Dguid","Infractions","Statistiques","UniteDeMesure","IdentificationDUniteDeMesure","FacteurScalaire","IdentificateurScalaire","Vecteur","Coordonnees","Valeur","Status","Symbole","Termine","Decimales"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000171960","38.80.16","","..","","","2"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44414528","38.80.4","210","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44410175","38.80.5","142","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44358183","38.80.6","68","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44398870","38.80.7","158","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44331281","38.80.8","45.72","","","","2"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44339915","38.80.9","156","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44360909","38.80.10","48.01","","","","2"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44349788","38.80.11","2","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44370939","38.80.12","9.66","","","","2"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53098307","38.80.13","4","","","","0"
"2016","Victoria, Colombie-Britannique [59935]","2011S0503935","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53098308","38.80.14","19.31","","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44413740","40.80.1","181","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44393044","40.80.2","469.56","","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44350955","40.80.3","31.09","","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000173175","40.80.15","","..","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000173176","40.80.16","","..","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44393370","40.80.4","41","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44360712","40.80.5","12","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44328204","40.80.6","29","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44381126","40.80.7","13","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44340919","40.80.8","39.02","","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44407490","40.80.9","13","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44393923","40.80.10","42.13","","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44346390","40.80.11","0","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44417394","40.80.12","0.00","","","","2"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53093694","40.80.13","2","","","","0"
"2016","Yukon [60]","2016A000260","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53093695","40.80.14","81.20","","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44367308","41.80.1","132","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44344433","41.80.2","295.64","","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44373028","41.80.3","-15.08","","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000173783","41.80.15","","..","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000173784","41.80.16","","..","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44363340","41.80.4","51","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44383175","41.80.5","11","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44403824","41.80.6","40","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44334471","41.80.7","11","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44336863","41.80.8","29.59","","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44358194","41.80.9","9","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44388757","41.80.10","26.58","","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44329802","41.80.11","2","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44353390","41.80.12","60.17","","","","2"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53098695","41.80.13","3","","","","0"
"2016","Territoires du Nord-Ouest [61]","2016A000261","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53098696","41.80.14","90.25","","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44355819","42.80.1","79","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44411712","42.80.2","213.66","","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44347535","42.80.3","62.42","","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000174391","42.80.15","","..","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000174392","42.80.16","","..","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44413282","42.80.4","45","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44376099","42.80.5","8","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44344155","42.80.6","37","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44413603","42.80.7","9","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44384788","42.80.8","33.19","","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44341346","42.80.9","8","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44353192","42.80.10","34.45","","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44331883","42.80.11","1","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44334573","42.80.12","25.66","","","","2"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53098772","42.80.13","2","","","","0"
"2016","Nunavut [62]","2016A000262","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53098773","42.80.14","51.32","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44402292","1.80.1","113166","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44386385","1.80.2","309.70","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44373501","1.80.3","2.01","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000149463","1.80.15","7183","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000149464","1.80.16","5.97","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44340823","1.80.4","26976","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44378615","1.80.5","19792","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44345562","1.80.6","7184","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44350537","1.80.7","18356","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44371049","1.80.8","57.75","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44370077","1.80.9","17855","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44411165","1.80.10","60.70","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44393725","1.80.11","501","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44401276","1.80.12","21.15","","","","2"
"2017","Canada","2016A000011124","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53079987","1.80.13","580","","","","0"
"2017","Canada","2016A000011124","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53079988","1.80.14","24.48","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44380207","2.80.1","1268","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44329500","2.80.2","239.89","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44414176","2.80.3","-11.37","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000150071","2.80.15","119","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000150072","2.80.16","8.58","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44353503","2.80.4","378","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44393327","2.80.5","297","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44387104","2.80.6","81","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44333179","2.80.7","318","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44403584","2.80.8","67.65","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44371647","2.80.9","309","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44344723","2.80.10","70.54","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44417038","2.80.11","9","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44333890","2.80.12","28.10","","","","2"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53081374","2.80.13","2","","","","0"
"2017","Terre-Neuve-et-Labrador [10]","2016A000210","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53081375","2.80.14","6.24","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44368761","3.80.1","701","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44332556","3.80.2","336.22","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44403360","3.80.3","-11.54","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000150679","3.80.15","29","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000150680","3.80.16","3.97","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44367508","3.80.4","219","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44362557","3.80.5","185","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44326875","3.80.6","34","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44353931","3.80.7","207","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44325881","3.80.8","113.16","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44328887","3.80.9","203","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44378945","3.80.10","119.30","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44368389","3.80.11","4","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44328421","3.80.12","31.36","","","","2"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53082325","3.80.13","0","","","","0"
"2017","St. John's, Terre-Neuve-et-Labrador [10001]","2011S05031","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53082326","3.80.14","0.00","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44393460","4.80.1","471","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44355654","4.80.2","312.82","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44412942","4.80.3","-20.73","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000151287","4.80.15","103","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000151288","4.80.16","17.94","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44348993","4.80.4","100","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44397842","4.80.5","76","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44360754","4.80.6","24","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44350557","4.80.7","76","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44384248","4.80.8","57.68","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44335442","4.80.9","72","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44389670","4.80.10","59.17","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44382966","4.80.11","4","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44397393","4.80.12","39.67","","","","2"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53080856","4.80.13","1","","","","0"
"2017","Île-du-Prince-Édouard [11]","2016A000211","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53080857","4.80.14","9.92","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44362545","5.80.1","3652","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44401071","5.80.2","384.15","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44352531","5.80.3","28.43","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000151895","5.80.15","398","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000151896","5.80.16","9.83","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44385865","5.80.4","544","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44339011","5.80.5","375","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44356463","5.80.6","169","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44385303","5.80.7","379","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44406502","5.80.8","44.94","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44335730","5.80.9","366","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44349153","5.80.10","46.57","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44328087","5.80.11","13","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44360877","5.80.12","22.61","","","","2"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53083034","5.80.13","11","","","","0"
"2017","Nouvelle-Écosse [12]","2016A000212","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53083035","5.80.14","19.13","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44332035","6.80.1","1198","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44374497","6.80.2","283.91","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44391664","6.80.3","-4.28","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000152503","6.80.15","62","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000152504","6.80.16","4.92","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44328979","6.80.4","235","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44385762","6.80.5","185","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44411960","6.80.6","50","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44345748","6.80.7","191","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44392594","6.80.8","51.31","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44344064","6.80.9","183","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44338078","6.80.10","52.64","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44404972","6.80.11","8","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44334749","6.80.12","32.46","","","","2"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53081785","6.80.13","7","","","","0"
"2017","Halifax, Nouvelle-Écosse [12205]","2011S0503205","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53081786","6.80.14","28.40","","","","2"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44344100","7.80.1","2830","","","","0"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44417976","7.80.2","369.04","","","","2"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44347054","7.80.3","57.91","","","","2"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Nombre d'affaire non fondée","Nombre","223","unités","0","v1000153111","7.80.15","339","","","","0"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Pourcentage d’affaires non fondées","Pourcent","239","unités","0","v1000153112","7.80.16","10.70","","","","2"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44399762","7.80.4","647","","","","0"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44332794","7.80.5","448","","","","0"
"2017","Nouveau-Brunswick [13]","2016A000213","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44369234","7.80.6","199","","","","0"
